Age,EdLevel,YearsCodePro,DevType,CompanySize,Salary_USD
>35 years old,Bachelor,13,DE/DA/BA,Small(1-99),108000.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),100000.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),128000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),75050.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),150000.0
>35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),150000.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),70000.0
>35 years old,Bachelor,14,DE/DA/BA,Medium(100-999),163000.0
>35 years old,Bachelor,25,DE/DA/BA,Medium(100-999),200000.0
18-35 years old,Master,1,DS/MLE,Large(>1000),105000.0
>35 years old,Bachelor,17,DE/DA/BA,Small(1-99),70000.0
>35 years old,Bachelor,9,DS/MLE,Small(1-99),35880.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),94400.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),106000.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),120000.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Large(>1000),75900.0
>35 years old,Master,6,DS/MLE,Small(1-99),75050.0
>35 years old,Master,11,DE/DA/BA,Large(>1000),46513.0
18-35 years old,Master,6,DS/MLE,Large(>1000),5310.0
18-35 years old,Master,3,DS/MLE,Large(>1000),4720.0
18-35 years old,Master,13,DE/DA/BA,Medium(100-999),150000.0
18-35 years old,Doctoral(PhD),8,DS/MLE,Large(>1000),187000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),3540.0
>35 years old,Bachelor,14,DE/DA/BA,Large(>1000),94400.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),121933.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),7000.0
>35 years old,Bachelor,3,DE/DA/BA,Small(1-99),32000.0
>35 years old,Bachelor,32,DE/DA/BA,Medium(100-999),203000.0
18-35 years old,Master,9,DS/MLE,Small(1-99),49000.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Medium(100-999),115000.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),65000.0
>35 years old,Bachelor,20,DE/DA/BA,Medium(100-999),114550.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),96200.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),100000.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),115000.0
18-35 years old,Bachelor,7,DE/DA/BA,Small(1-99),100000.0
18-35 years old,Bachelor,4,DS/MLE,Large(>1000),57720.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),133200.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),89110.0
18-35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),288000.0
>35 years old,Master,7,DS/MLE,Medium(100-999),200000.0
18-35 years old,Master,1,DE/DA/BA,Large(>1000),93000.0
>35 years old,Master,6,DE/DA/BA,Large(>1000),78440.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Small(1-99),92500.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),180000.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),94800.0
>35 years old,Master,32,DE/DA/BA,Medium(100-999),111000.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),147000.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),73140.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),180000.0
>35 years old,Bachelor,8,DS/MLE,Small(1-99),130000.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),90000.0
18-35 years old,Bachelor,10,DS/MLE,Medium(100-999),225000.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),2300.0
18-35 years old,Bachelor,9,DE/DA/BA,Small(1-99),155000.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),240000.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),82600.0
18-35 years old,Bachelor,9,DE/DA/BA,Medium(100-999),81200.0
18-35 years old,Master,4,DS/MLE,Large(>1000),86000.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),100000.0
>35 years old,Bachelor,9,DE/DA/BA,Large(>1000),7000.0
>35 years old,Master,12,DE/DA/BA,Small(1-99),236000.0
18-35 years old,Master,10,DE/DA/BA,Small(1-99),250000.0
18-35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),104280.0
>35 years old,Bachelor,20,DE/DA/BA,Small(1-99),135000.0
18-35 years old,Doctoral(PhD),2,DS/MLE,Large(>1000),70000.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Medium(100-999),16863.0
18-35 years old,Master,6,DS/MLE,Small(1-99),130240.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),33180.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),67340.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),100000.0
18-35 years old,Doctoral(PhD),8,DS/MLE,Large(>1000),100000.0
>35 years old,Master,12,DS/MLE,Large(>1000),200000.0
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),59250.0
18-35 years old,Master,Less than 1 year,DS/MLE,Large(>1000),63000.0
18-35 years old,Bachelor,13,DE/DA/BA,Medium(100-999),150000.0
18-35 years old,Bachelor,18,DE/DA/BA,Large(>1000),180000.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),140600.0
18-35 years old,Bachelor,6,DS/MLE,Large(>1000),120000.0
18-35 years old,Master,4,DS/MLE,Large(>1000),35000.0
18-35 years old,Bachelor,9,DS/MLE,Large(>1000),160000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),155000.0
>35 years old,Master,35,DE/DA/BA,Small(1-99),133200.0
18-35 years old,Bachelor,12,DS/MLE,Large(>1000),220000.0
>35 years old,Master,15,DS/MLE,Large(>1000),160000.0
18-35 years old,Master,5,DS/MLE,Small(1-99),67150.0
>35 years old,Doctoral(PhD),25,DE/DA/BA,Medium(100-999),5900.0
>35 years old,Master,12,DS/MLE,Large(>1000),2100.0
>35 years old,Doctoral(PhD),22,DE/DA/BA,Medium(100-999),160000.0
18-35 years old,Bachelor,1,DE/DA/BA,Large(>1000),124000.0
>35 years old,Bachelor,20,DE/DA/BA,Large(>1000),230000.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),75000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),98000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),110000.0
>35 years old,Master,10,DS/MLE,Large(>1000),217000.0
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),42480.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),67000.0
>35 years old,Bachelor,32,DE/DA/BA,Medium(100-999),75480.0
>35 years old,Master,20,DS/MLE,Small(1-99),127440.0
18-35 years old,Bachelor,2,DE/DA/BA,Large(>1000),160000.0
18-35 years old,Bachelor,7,DE/DA/BA,Medium(100-999),100000.0
>35 years old,Bachelor,28,DE/DA/BA,Large(>1000),153000.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),182000.0
>35 years old,Bachelor,5,DS/MLE,Small(1-99),137000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),7280.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),140000.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),14000.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),125000.0
>35 years old,Master,30,DS/MLE,Large(>1000),120080.0
18-35 years old,Doctoral(PhD),5,DE/DA/BA,Large(>1000),150000.0
18-35 years old,Master,4,DE/DA/BA,Large(>1000),155000.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),12601.26
18-35 years old,Doctoral(PhD),5,DS/MLE,Large(>1000),120000.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),102000.0
18-35 years old,Doctoral(PhD),3,DS/MLE,Small(1-99),119290.0
18-35 years old,Bachelor,4,DS/MLE,Medium(100-999),154000.0
>35 years old,Master,10,DE/DA/BA,Large(>1000),275000.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),73470.0
>35 years old,Bachelor,33,DE/DA/BA,Medium(100-999),170000.0
>35 years old,Bachelor,15,DS/MLE,Large(>1000),192400.0
>35 years old,Bachelor,11,DS/MLE,Small(1-99),68335.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),142200.0
18-35 years old,Master,15,DS/MLE,Large(>1000),160000.0
>35 years old,Doctoral(PhD),12,DS/MLE,Large(>1000),165000.0
>35 years old,Master,15,DS/MLE,Large(>1000),211000.0
>35 years old,Doctoral(PhD),24,DS/MLE,Medium(100-999),141600.0
>35 years old,Bachelor,5,DS/MLE,Large(>1000),100000.0
18-35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),200000.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),4200.0
18-35 years old,Bachelor,2,DS/MLE,Medium(100-999),6720.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),125000.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),56976.3
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),55352.0
>35 years old,Doctoral(PhD),14,DS/MLE,Medium(100-999),120000.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),79000.0
>35 years old,Master,8,DE/DA/BA,Large(>1000),99000.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),5600.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),490.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Medium(100-999),0.056
>35 years old,Doctoral(PhD),13,DS/MLE,Medium(100-999),180000.0
18-35 years old,Bachelor,12,DE/DA/BA,Small(1-99),103600.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),44400.0
18-35 years old,Bachelor,8,DE/DA/BA,Large(>1000),22400.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),230000.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),70000.0
18-35 years old,Master,4,DS/MLE,Small(1-99),63200.0
>35 years old,Doctoral(PhD),18,DS/MLE,Large(>1000),296000.0
>35 years old,Bachelor,38,DE/DA/BA,Medium(100-999),102700.0
>35 years old,Bachelor,20,DE/DA/BA,Large(>1000),175000.0
18-35 years old,Bachelor,8,DE/DA/BA,Small(1-99),37800.0
18-35 years old,Master,3,DS/MLE,Small(1-99),5180.0
>35 years old,Doctoral(PhD),15,DS/MLE,Large(>1000),70800.0
18-35 years old,Master,3,DS/MLE,Small(1-99),74520.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),2800.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),5110.0
18-35 years old,Master,4,DS/MLE,Large(>1000),125000.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),65000.0
>35 years old,Doctoral(PhD),10,DS/MLE,Small(1-99),4720.0
18-35 years old,Master,5,DE/DA/BA,Large(>1000),82600.0
18-35 years old,Master,8,DE/DA/BA,Large(>1000),118000.0
>35 years old,Bachelor,10,DE/DA/BA,Large(>1000),74000.0
>35 years old,Doctoral(PhD),5,DE/DA/BA,Large(>1000),165000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),160000.0
>35 years old,Bachelor,15,DE/DA/BA,Large(>1000),110399.99999999999
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),66906.0
18-35 years old,Bachelor,5,DE/DA/BA,Large(>1000),12600.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),50000.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),1050.0
>35 years old,Bachelor,15,DE/DA/BA,Medium(100-999),165900.0
18-35 years old,Master,3,DS/MLE,Large(>1000),3186.0
18-35 years old,Bachelor,5,DE/DA/BA,Medium(100-999),19600.0
>35 years old,Bachelor,12,DS/MLE,Small(1-99),500000.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),240.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),135000.0
18-35 years old,Bachelor,1,DS/MLE,Medium(100-999),12600.0
18-35 years old,Bachelor,4,DS/MLE,Small(1-99),5880.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),33600.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),4012.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),210.0
>35 years old,Master,8,DS/MLE,Large(>1000),25200.0
>35 years old,Bachelor,1,DE/DA/BA,Small(1-99),1770.0
18-35 years old,Bachelor,7,DE/DA/BA,Large(>1000),64900.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),150000.0
18-35 years old,Doctoral(PhD),6,DE/DA/BA,Large(>1000),118000.0
18-35 years old,Bachelor,11,DE/DA/BA,Medium(100-999),63720.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),16800.0
>35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),200000.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),41300.0
>35 years old,Bachelor,5,DS/MLE,Large(>1000),96200.0
>35 years old,Master,10,DS/MLE,Medium(100-999),77644.0
>35 years old,Bachelor,40,DE/DA/BA,Medium(100-999),77880.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Medium(100-999),16058.0
>35 years old,Doctoral(PhD),8,DS/MLE,Small(1-99),92500.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Medium(100-999),2360.0
18-35 years old,Master,6,DS/MLE,Large(>1000),2800.0
18-35 years old,Doctoral(PhD),9,DS/MLE,Small(1-99),4425.0
18-35 years old,Bachelor,1,DS/MLE,Small(1-99),700.0
>35 years old,Doctoral(PhD),27,DS/MLE,Small(1-99),94400.0
18-35 years old,Doctoral(PhD),4,DE/DA/BA,Medium(100-999),40120.0
18-35 years old,Bachelor,1,DS/MLE,Large(>1000),1180.0
18-35 years old,Doctoral(PhD),7,DS/MLE,Small(1-99),66080.0
>35 years old,Bachelor,12,DE/DA/BA,Medium(100-999),101480.0
18-35 years old,Master,8,DS/MLE,Large(>1000),95580.0
>35 years old,Bachelor,15,DE/DA/BA,Small(1-99),6018.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),27140.0
18-35 years old,Bachelor,3,DE/DA/BA,Small(1-99),41400.0
18-35 years old,Master,1,DS/MLE,Small(1-99),24780.0
>35 years old,Doctoral(PhD),14,DS/MLE,Large(>1000),43660.0
18-35 years old,Master,9,DE/DA/BA,Small(1-99),76700.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),4484.0
18-35 years old,Master,8,DE/DA/BA,Medium(100-999),54280.0
>35 years old,Bachelor,17,DE/DA/BA,Large(>1000),82600.0
18-35 years old,Master,2,DS/MLE,Large(>1000),5250.0
>35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),110399.99999999999
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),241499.99999999997
>35 years old,Master,11,DS/MLE,Medium(100-999),120000.0
>35 years old,Bachelor,11,DE/DA/BA,Large(>1000),76700.0
>35 years old,Bachelor,13,DE/DA/BA,Large(>1000),53100.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),105020.0
18-35 years old,Master,4,DE/DA/BA,Small(1-99),120000.0
18-35 years old,Master,2,DS/MLE,Small(1-99),33040.0
18-35 years old,Bachelor,8,DE/DA/BA,Medium(100-999),350000.0
>35 years old,Doctoral(PhD),8,DS/MLE,Large(>1000),205400.0
18-35 years old,Bachelor,13,DE/DA/BA,Medium(100-999),4484.0
18-35 years old,Master,2,DS/MLE,Medium(100-999),29500.0
18-35 years old,Bachelor,3,DS/MLE,Medium(100-999),35400.0
18-35 years old,Bachelor,4,DE/DA/BA,Medium(100-999),1770.0
18-35 years old,Master,4,DS/MLE,Small(1-99),2500.0
>35 years old,Doctoral(PhD),15,DE/DA/BA,Medium(100-999),88500.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Large(>1000),5600.0
18-35 years old,Master,4,DS/MLE,Small(1-99),3846.7999999999997
18-35 years old,Bachelor,3,DS/MLE,Large(>1000),1298.0
18-35 years old,Bachelor,10,DS/MLE,Medium(100-999),92460.0
>35 years old,Master,6,DS/MLE,Large(>1000),82600.0
18-35 years old,Master,5,DS/MLE,Small(1-99),51317.02
18-35 years old,Master,3,DS/MLE,Medium(100-999),6490.0
18-35 years old,Master,5,DS/MLE,Small(1-99),56579.99999999999
>35 years old,Master,5,DE/DA/BA,Medium(100-999),1770.0
18-35 years old,Master,2,DE/DA/BA,Large(>1000),35400.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),82800.0
>35 years old,Master,7,DS/MLE,Small(1-99),53100.0
18-35 years old,Bachelor,4,DE/DA/BA,Large(>1000),49000.0
18-35 years old,Master,1,DS/MLE,Small(1-99),37760.0
18-35 years old,Master,2,DE/DA/BA,Medium(100-999),23600.0
18-35 years old,Master,5,DS/MLE,Medium(100-999),41300.0
18-35 years old,Master,4,DS/MLE,Large(>1000),61360.0
18-35 years old,Master,3,DS/MLE,Small(1-99),48299.99999999999
>35 years old,Master,8,DE/DA/BA,Large(>1000),106200.0
>35 years old,Master,11,DS/MLE,Small(1-99),26600.0
>35 years old,Bachelor,15,DE/DA/BA,Medium(100-999),75900.0
>35 years old,Master,6,DS/MLE,Large(>1000),52439.99999999999
18-35 years old,Master,1,DS/MLE,Medium(100-999),350.0
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),25200.0
18-35 years old,Bachelor,2,DS/MLE,Small(1-99),44160.0
18-35 years old,Bachelor,5,DS/MLE,Medium(100-999),4720.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),1652.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),8400.0
>35 years old,Bachelor,23,DE/DA/BA,Large(>1000),110399.99999999999
>35 years old,Master,12,DE/DA/BA,Small(1-99),96599.99999999999
18-35 years old,Master,3,DS/MLE,Large(>1000),49000.0
18-35 years old,Bachelor,10,DE/DA/BA,Medium(100-999),70380.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),33600.0
18-35 years old,Bachelor,2,DS/MLE,Large(>1000),16800.0
18-35 years old,Master,1,DE/DA/BA,Small(1-99),1888.0
18-35 years old,Master,5,DE/DA/BA,Small(1-99),59000.0
18-35 years old,Master,3,DS/MLE,Medium(100-999),12835.718
18-35 years old,Bachelor,10,DE/DA/BA,Large(>1000),300000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),3455.04
18-35 years old,Master,5,DE/DA/BA,Large(>1000),4956.0
18-35 years old,Master,11,DS/MLE,Large(>1000),80240.0
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),41300.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),2500.0
18-35 years old,Master,4,DS/MLE,Large(>1000),4775.46
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),34220.0
>35 years old,Doctoral(PhD),10,DS/MLE,Large(>1000),64900.0
18-35 years old,Bachelor,3,DS/MLE,Small(1-99),14700.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),2242.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),29500.0
>35 years old,Master,9,DS/MLE,Medium(100-999),62540.0
18-35 years old,Bachelor,Less than 1 year,DE/DA/BA,Small(1-99),2832.0
18-35 years old,Master,3,DS/MLE,Small(1-99),2832.0
>35 years old,Doctoral(PhD),10,DE/DA/BA,Small(1-99),4307.0
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),4720.0
18-35 years old,Master,5,DS/MLE,Small(1-99),4200.0
18-35 years old,Master,7,DE/DA/BA,Small(1-99),35518.0
>35 years old,Doctoral(PhD),14,DS/MLE,Medium(100-999),46920.0
18-35 years old,Master,2,DS/MLE,Small(1-99),68440.0
>35 years old,Doctoral(PhD),13,DS/MLE,Large(>1000),94400.0
>35 years old,Doctoral(PhD),3,DS/MLE,Large(>1000),35400.0
18-35 years old,Master,12,DS/MLE,Large(>1000),76700.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),84370.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),51566.0
>35 years old,Doctoral(PhD),6,DS/MLE,Small(1-99),59000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),21000.0
18-35 years old,Doctoral(PhD),11,DS/MLE,Large(>1000),188800.0
18-35 years old,Bachelor,5,DE/DA/BA,Small(1-99),38640.0
18-35 years old,Master,4,DE/DA/BA,Medium(100-999),35400.0
18-35 years old,Master,8,DS/MLE,Medium(100-999),35400.0
>35 years old,Master,15,DE/DA/BA,Small(1-99),76700.0
>35 years old,Master,12,DE/DA/BA,Large(>1000),92000.0
>35 years old,Master,20,DS/MLE,Small(1-99),4720.0
18-35 years old,Bachelor,6,DE/DA/BA,Large(>1000),7589.999999999999
>35 years old,Master,10,DE/DA/BA,Small(1-99),64900.0
18-35 years old,Bachelor,10,DE/DA/BA,Small(1-99),2124.0
18-35 years old,Master,2,DS/MLE,Large(>1000),42480.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),55199.99999999999
18-35 years old,Master,4,DS/MLE,Large(>1000),5192.0
18-35 years old,Master,3,DE/DA/BA,Large(>1000),40020.0
>35 years old,Bachelor,20,DS/MLE,Small(1-99),148740.0
18-35 years old,Bachelor,12,DE/DA/BA,Small(1-99),130000.0
18-35 years old,Master,7,DS/MLE,Large(>1000),68440.0
18-35 years old,Master,3,DS/MLE,Small(1-99),53100.0
>35 years old,Doctoral(PhD),33,DE/DA/BA,Small(1-99),66240.0
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),980.0
18-35 years old,Master,3,DS/MLE,Small(1-99),46639.85999999999
18-35 years old,Master,5,DS/MLE,Large(>1000),193199.99999999997
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),4200.0
18-35 years old,Master,4,DS/MLE,Medium(100-999),28414.399999999998
18-35 years old,Bachelor,6,DE/DA/BA,Small(1-99),1534.0
>35 years old,Master,18,DS/MLE,Small(1-99),150000.0
>35 years old,Doctoral(PhD),10,DE/DA/BA,Large(>1000),43450.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),3363.0
18-35 years old,Bachelor,4,DE/DA/BA,Small(1-99),76700.0
>35 years old,Master,20,DS/MLE,Medium(100-999),56579.99999999999
18-35 years old,Master,6,DS/MLE,Large(>1000),42000.0
18-35 years old,Master,5,DE/DA/BA,Medium(100-999),7080.0
18-35 years old,Doctoral(PhD),2,DE/DA/BA,Large(>1000),71760.0
>35 years old,Bachelor,19,DE/DA/BA,Small(1-99),82800.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),56579.99999999999
18-35 years old,Master,3,DE/DA/BA,Medium(100-999),50740.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),73160.0
18-35 years old,Master,7,DE/DA/BA,Large(>1000),47200.0
>35 years old,Master,40,DE/DA/BA,Small(1-99),120000.0
>35 years old,Doctoral(PhD),18,DE/DA/BA,Medium(100-999),69000.0
>35 years old,Doctoral(PhD),15,DE/DA/BA,Medium(100-999),59000.0
18-35 years old,Master,3,DS/MLE,Large(>1000),93220.0
18-35 years old,Bachelor,1,DE/DA/BA,Small(1-99),350.0
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),104879.99999999999
18-35 years old,Master,8,DS/MLE,Medium(100-999),800.0
18-35 years old,Master,2,DE/DA/BA,Small(1-99),770.0
18-35 years old,Master,10,DE/DA/BA,Large(>1000),46200.0
18-35 years old,Doctoral(PhD),5,DS/MLE,Medium(100-999),81420.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),21000.0
18-35 years old,Master,4,DS/MLE,Small(1-99),41300.0
18-35 years old,Master,3,DS/MLE,Small(1-99),420.0
18-35 years old,Master,3,DS/MLE,Large(>1000),75520.0
>35 years old,Master,2,DE/DA/BA,Large(>1000),47200.0
18-35 years old,Bachelor,3,DE/DA/BA,Medium(100-999),105000.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),2520.0
18-35 years old,Master,2,DS/MLE,Large(>1000),38640.0
>35 years old,Master,14,DE/DA/BA,Small(1-99),42716.0
18-35 years old,Master,5,DS/MLE,Small(1-99),48616.0
18-35 years old,Bachelor,5,DS/MLE,Large(>1000),87320.0
18-35 years old,Master,3,DE/DA/BA,Small(1-99),46610.0
18-35 years old,Master,6,DS/MLE,Medium(100-999),67260.0
18-35 years old,Master,8,DS/MLE,Large(>1000),53100.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),2950.0
>35 years old,Master,27,DE/DA/BA,Small(1-99),110399.99999999999
18-35 years old,Master,6,DE/DA/BA,Large(>1000),110000.0
18-35 years old,Bachelor,3,DE/DA/BA,Large(>1000),15400.0
>35 years old,Master,8,DE/DA/BA,Small(1-99),37760.0
18-35 years old,Master,5,DS/MLE,Large(>1000),5174.3
>35 years old,Bachelor,26,DE/DA/BA,Large(>1000),106200.0
18-35 years old,Master,10,DS/MLE,Small(1-99),79000.0
18-35 years old,Bachelor,Less than 1 year,DS/MLE,Medium(100-999),350.0
18-35 years old,Doctoral(PhD),4,DS/MLE,Large(>1000),74340.0
>35 years old,Bachelor,13,DE/DA/BA,Small(1-99),4956.0
>35 years old,Master,20,DE/DA/BA,Large(>1000),115000.0
18-35 years old,Master,10,DS/MLE,Large(>1000),42000.0
>35 years old,Master,16,DE/DA/BA,Medium(100-999),97000.0
>35 years old,Master,18,DS/MLE,Large(>1000),140000.0
18-35 years old,Bachelor,5,DS/MLE,Small(1-99),3000.0
18-35 years old,Master,Less than 1 year,DS/MLE,Small(1-99),3540.0
>35 years old,Bachelor,2,DS/MLE,Small(1-99),65000.0
18-35 years old,Bachelor,6,DE/DA/BA,Medium(100-999),300000.0
18-35 years old,Bachelor,2,DS/MLE,Medium(100-999),490.0
>35 years old,Master,8,DS/MLE,Large(>1000),95219.99999999999
>35 years old,Doctoral(PhD),30,DS/MLE,Large(>1000),100000.0
>35 years old,Master,32,DE/DA/BA,Medium(100-999),95000.0
18-35 years old,Master,6,DE/DA/BA,Small(1-99),41300.0
>35 years old,Bachelor,20,DS/MLE,Small(1-99),5000.0
18-35 years old,Master,6,DS/MLE,Large(>1000),118000.0
>35 years old,Bachelor,36,DS/MLE,Small(1-99),4500.0
18-35 years old,Bachelor,2,DE/DA/BA,Small(1-99),57200.0
18-35 years old,Bachelor,9,DS/MLE,Small(1-99),160000.0
>35 years old,Master,25,DS/MLE,Medium(100-999),7670.0
